analysis_family,analysis_id,analysis_level,ci_lower,ci_upper,cluster_correction,contrast,direction,effect_estimate,episode_type,episodes,exposed,hr_subjects,independent_subjects,ischemic_subjects,landmark,method,model,multiplicity_family,n,observations,outcome,p_adjusted,p_value,reference,source,source_file,source_script,subgroup,subgroup_variable,weighting
episode signed direction,SIGNDIR_001,episode,,,,,negative,545.0,ischemic,,,,,,,,ischemic,,,,episodes,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_002,episode,,,,,positive,515.0,ischemic,,,,,,,,ischemic,,,,episodes,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_003,episode,,,,,negative,126.0,rate_related,,,,,,,,rate_related,,,,episodes,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_004,episode,,,,,positive,92.0,rate_related,,,,,,,,rate_related,,,,episodes,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_005,episode,,,,,negative,53.0,ischemic,,,,,,,,ischemic,,,,subjects,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_006,episode,,,,,positive,40.0,ischemic,,,,,,,,ischemic,,,,subjects,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_007,episode,,,,,negative,22.0,rate_related,,,,,,,,rate_related,,,,subjects,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_008,episode,,,,,positive,16.0,rate_related,,,,,,,,rate_related,,,,subjects,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_009,episode,,,,,negative,0.5141509433962265,ischemic,,,,,,,,ischemic,,,,proportion,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_010,episode,,,,,positive,0.4858490566037736,ischemic,,,,,,,,ischemic,,,,proportion,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_011,episode,,,,,negative,0.5779816513761468,rate_related,,,,,,,,rate_related,,,,proportion,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_012,episode,,,,,positive,0.4220183486238532,rate_related,,,,,,,,rate_related,,,,proportion,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
